"JURISDICTION","LOCATION","FINES","ARRESTS"
"ACT","All regions",41,0
"ACT","All regions",60,0
"ACT","All regions",143,0
"ACT","All regions",174,0
"ACT","All regions",197,0
"ACT","All regions",374,0
"ACT","All regions",544,0
"ACT","All regions",812,0
"ACT","All regions",873,0
"ACT","All regions",1098,0
"ACT","All regions",1115,0
"ACT","All regions",1120,0
"ACT","All regions",1299,0
"ACT","All regions",1356,0
"ACT","All regions",1399,0
"ACT","All regions",1722,0
"ACT","All regions",1890,0
"ACT","All regions",2060,0
"ACT","All regions",2284,0
"ACT","All regions",2407,0
"ACT","All regions",45120,0
"ACT","All regions",50640,0
"ACT","All regions",51948,0
"ACT","All regions",52913,0
"ACT","All regions",54201,0
"ACT","All regions",55750,0
"ACT","All regions",56719,0
"ACT","All regions",57612,0
"ACT","All regions",58705,0
"ACT","All regions",59330,0
"ACT","All regions",66449,0
"ACT","All regions",113807,0
"ACT","Major Cities of Australia",0,0
"ACT","Major Cities of Australia",0,1
"ACT","Major Cities of Australia",0,2
"ACT","Major Cities of Australia",0,5
"ACT","Major Cities of Australia",1,0
"ACT","Major Cities of Australia",1,0
"ACT","Major Cities of Australia",1,1
"ACT","Major Cities of Australia",1,3
"ACT","Major Cities of Australia",2,0
"ACT","Major Cities of Australia",2,0
"ACT","Major Cities of Australia",2,1
"ACT","Major Cities of Australia",2,3
"ACT","Major Cities of Australia",2,4
"ACT","Major Cities of Australia",3,0
"ACT","Major Cities of Australia",3,0
"ACT","Major Cities of Australia",3,3
"ACT","Major Cities of Australia",3,5
"ACT","Major Cities of Australia",4,0
"ACT","Major Cities of Australia",4,0
"ACT","Major Cities of Australia",4,1
"ACT","Major Cities of Australia",4,2
"ACT","Major Cities of Australia",4,6
"ACT","Major Cities of Australia",5,0
"ACT","Major Cities of Australia",5,3
"ACT","Major Cities of Australia",5,6
"ACT","Major Cities of Australia",5,12
"ACT","Major Cities of Australia",6,0
"ACT","Major Cities of Australia",6,1
"ACT","Major Cities of Australia",6,3
"ACT","Major Cities of Australia",6,4
"ACT","Major Cities of Australia",6,7
"ACT","Major Cities of Australia",7,0
"ACT","Major Cities of Australia",7,1
"ACT","Major Cities of Australia",7,3
"ACT","Major Cities of Australia",7,6
"ACT","Major Cities of Australia",7,10
"ACT","Major Cities of Australia",7,14
"ACT","Major Cities of Australia",8,0
"ACT","Major Cities of Australia",8,3
"ACT","Major Cities of Australia",8,8
"ACT","Major Cities of Australia",8,9
"ACT","Major Cities of Australia",8,11
"ACT","Major Cities of Australia",8,13
"ACT","Major Cities of Australia",9,0
"ACT","Major Cities of Australia",9,10
"ACT","Major Cities of Australia",10,0
"ACT","Major Cities of Australia",11,0
"ACT","Major Cities of Australia",11,3
"ACT","Major Cities of Australia",11,12
"ACT","Major Cities of Australia",12,0
"ACT","Major Cities of Australia",12,3
"ACT","Major Cities of Australia",12,4
"ACT","Major Cities of Australia",12,8
"ACT","Major Cities of Australia",13,0
"ACT","Major Cities of Australia",14,0
"ACT","Major Cities of Australia",14,1
"ACT","Major Cities of Australia",15,0
"ACT","Major Cities of Australia",15,16
"ACT","Major Cities of Australia",20,0
"ACT","Major Cities of Australia",21,0
"ACT","Major Cities of Australia",23,0
"ACT","Major Cities of Australia",24,0
"ACT","Major Cities of Australia",27,0
"ACT","Major Cities of Australia",29,0
"ACT","Major Cities of Australia",30,0
"ACT","Major Cities of Australia",31,0
"ACT","Major Cities of Australia",33,0
"ACT","Major Cities of Australia",38,0
"ACT","Major Cities of Australia",40,0
"ACT","Major Cities of Australia",42,0
"ACT","Major Cities of Australia",44,0
"ACT","Major Cities of Australia",46,0
"ACT","Major Cities of Australia",47,0
"ACT","Major Cities of Australia",52,0
"ACT","Major Cities of Australia",55,0
"ACT","Major Cities of Australia",57,0
"ACT","Major Cities of Australia",59,0
"ACT","Major Cities of Australia",60,0
"ACT","Major Cities of Australia",61,0
"ACT","Major Cities of Australia",62,0
"ACT","Major Cities of Australia",63,0
"ACT","Major Cities of Australia",64,0
"ACT","Major Cities of Australia",66,0
"ACT","Major Cities of Australia",68,0
"ACT","Major Cities of Australia",69,0
"ACT","Major Cities of Australia",70,0
"ACT","Major Cities of Australia",71,0
"ACT","Major Cities of Australia",72,0
"ACT","Major Cities of Australia",75,0
"ACT","Major Cities of Australia",81,0
"ACT","Major Cities of Australia",82,0
"ACT","Major Cities of Australia",83,0
"ACT","Major Cities of Australia",86,0
"ACT","Major Cities of Australia",90,0
"ACT","Major Cities of Australia",91,0
"ACT","Major Cities of Australia",92,0
"ACT","Major Cities of Australia",98,0
"ACT","Major Cities of Australia",99,0
"ACT","Major Cities of Australia",107,0
"ACT","Major Cities of Australia",126,0
"ACT","Major Cities of Australia",143,0
"ACT","Major Cities of Australia",148,0
"ACT","Major Cities of Australia",155,0
"ACT","Major Cities of Australia",157,0
"ACT","Major Cities of Australia",175,0
"ACT","Major Cities of Australia",176,0
"ACT","Major Cities of Australia",177,0
"ACT","Major Cities of Australia",178,0
"ACT","Major Cities of Australia",194,0
"ACT","Major Cities of Australia",195,0
"ACT","Major Cities of Australia",203,0
"ACT","Major Cities of Australia",204,0
"ACT","Major Cities of Australia",205,0
"ACT","Major Cities of Australia",207,0
"ACT","Major Cities of Australia",214,0
"ACT","Major Cities of Australia",220,0
"ACT","Major Cities of Australia",222,0
"ACT","Major Cities of Australia",223,0
"ACT","Major Cities of Australia",224,0
"ACT","Major Cities of Australia",237,0
"ACT","Major Cities of Australia",242,0
"ACT","Major Cities of Australia",243,0
"ACT","Major Cities of Australia",244,0
"ACT","Major Cities of Australia",257,0
"ACT","Major Cities of Australia",295,0
"ACT","Major Cities of Australia",313,0
"ACT","Major Cities of Australia",352,0
"ACT","Major Cities of Australia",404,0
"ACT","Major Cities of Australia",407,0
"ACT","Major Cities of Australia",426,0
"ACT","Major Cities of Australia",431,0
"ACT","Major Cities of Australia",444,0
"ACT","Major Cities of Australia",452,0
"ACT","Major Cities of Australia",462,0
"ACT","Major Cities of Australia",463,0
"ACT","Major Cities of Australia",468,0
"ACT","Major Cities of Australia",473,0
"ACT","Major Cities of Australia",476,0
"ACT","Major Cities of Australia",480,0
"ACT","Major Cities of Australia",491,0
"ACT","Major Cities of Australia",504,0
"ACT","Major Cities of Australia",507,0
"ACT","Major Cities of Australia",508,0
"ACT","Major Cities of Australia",510,0
"ACT","Major Cities of Australia",515,0
"ACT","Major Cities of Australia",524,0
"ACT","Major Cities of Australia",527,0
"ACT","Major Cities of Australia",532,0
"ACT","Major Cities of Australia",538,0
"ACT","Major Cities of Australia",545,0
"ACT","Major Cities of Australia",558,0
"ACT","Major Cities of Australia",559,0
"ACT","Major Cities of Australia",570,0
"ACT","Major Cities of Australia",582,0
"ACT","Major Cities of Australia",590,0
"ACT","Major Cities of Australia",608,0
"ACT","Major Cities of Australia",615,0
"ACT","Major Cities of Australia",618,0
"ACT","Major Cities of Australia",631,0
"ACT","Major Cities of Australia",679,0
"ACT","Major Cities of Australia",697,0
"ACT","Major Cities of Australia",700,0
"ACT","Major Cities of Australia",704,0
"ACT","Major Cities of Australia",725,0
"ACT","Major Cities of Australia",735,0
"ACT","Major Cities of Australia",770,0
"ACT","Major Cities of Australia",836,0
"ACT","Major Cities of Australia",893,0
"ACT","Major Cities of Australia",1001,0
"ACT","Major Cities of Australia",1005,0
"ACT","Major Cities of Australia",1090,0
"ACT","Major Cities of Australia",1102,0
"ACT","Major Cities of Australia",1108,0
"ACT","Major Cities of Australia",1149,0
"ACT","Major Cities of Australia",1172,0
"ACT","Major Cities of Australia",1196,0
"ACT","Major Cities of Australia",1202,0
"ACT","Major Cities of Australia",1317,0
"ACT","Major Cities of Australia",1520,0
"ACT","Major Cities of Australia",1550,0
"ACT","Major Cities of Australia",1682,0
"ACT","Major Cities of Australia",1796,0
"ACT","Major Cities of Australia",1805,0
"ACT","Major Cities of Australia",1809,0
"ACT","Major Cities of Australia",1863,0
"ACT","Major Cities of Australia",2074,0
"ACT","Major Cities of Australia",2112,0
"ACT","Major Cities of Australia",2115,0
"ACT","Major Cities of Australia",2126,0
"ACT","Major Cities of Australia",2313,0
"ACT","Major Cities of Australia",2722,0
"NSW","All regions",2,0
"NSW","All regions",5,0
"NSW","All regions",7,0
"NSW","All regions",15,0
"NSW","All regions",28,0
"NSW","All regions",9597,0
"NSW","All regions",9720,0
"NSW","All regions",10360,0
"NSW","All regions",11715,0
"NSW","All regions",12878,0
"NSW","All regions",12904,0
"NSW","All regions",19348,0
"NSW","All regions",21538,0
"NSW","All regions",22926,0
"NSW","All regions",25463,0
"NSW","All regions",33514,0
"NSW","All regions",34952,0
"NSW","All regions",37653,0
"NSW","All regions",37989,0
"NSW","All regions",38918,0
"NSW","All regions",40882,0
"NSW","All regions",41020,0
"NSW","All regions",41167,0
"NSW","All regions",42900,0
"NSW","All regions",46714,0
"NSW","All regions",51104,0
"NSW","All regions",138847,0
"NSW","All regions",163722,0
"NSW","All regions",164275,0
"NSW","All regions",179465,0
"NSW","All regions",194793,0
"NSW","All regions",207863,0
"NSW","All regions",216237,0
"NSW","All regions",237017,0
"NSW","All regions",253949,0
"NSW","All regions",389649,0
"NSW","All regions",390746,0
"NSW","All regions",426904,0
"NSW","All regions",432586,0
"NSW","All regions",442556,0
"NSW","All regions",444372,0
"NSW","All regions",468465,0
"NSW","All regions",478004,0
"NSW","All regions",486571,0
"NSW","All regions",494676,0
"NSW","All regions",513616,0
"NSW","All regions",590408,0
"NSW","All regions",707453,0
"NSW","All regions",1053321,0
"NSW","All regions",1273155,0
"NSW","Inner Regional Australia",0,0
"NSW","Inner Regional Australia",1,0
"NSW","Inner Regional Australia",2,0
"NSW","Inner Regional Australia",3,0
"NSW","Inner Regional Australia",4,0
"NSW","Inner Regional Australia",5,0
"NSW","Inner Regional Australia",6,0
"NSW","Inner Regional Australia",7,0
"NSW","Inner Regional Australia",8,0
"NSW","Inner Regional Australia",9,0
"NSW","Inner Regional Australia",10,0
"NSW","Inner Regional Australia",12,0
"NSW","Inner Regional Australia",13,0
"NSW","Inner Regional Australia",14,0
"NSW","Inner Regional Australia",18,0
"NSW","Inner Regional Australia",21,0
"NSW","Inner Regional Australia",23,0
"NSW","Inner Regional Australia",24,0
"NSW","Inner Regional Australia",25,0
"NSW","Inner Regional Australia",26,0
"NSW","Inner Regional Australia",27,0
"NSW","Inner Regional Australia",30,0
"NSW","Inner Regional Australia",33,0
"NSW","Inner Regional Australia",34,0
"NSW","Inner Regional Australia",35,0
"NSW","Inner Regional Australia",36,0
"NSW","Inner Regional Australia",37,0
"NSW","Inner Regional Australia",38,0
"NSW","Inner Regional Australia",39,0
"NSW","Inner Regional Australia",40,0
"NSW","Inner Regional Australia",41,0
"NSW","Inner Regional Australia",43,0
"NSW","Inner Regional Australia",45,0
"NSW","Inner Regional Australia",47,0
"NSW","Inner Regional Australia",48,0
"NSW","Inner Regional Australia",49,0
"NSW","Inner Regional Australia",50,0
"NSW","Inner Regional Australia",51,0
"NSW","Inner Regional Australia",52,0
"NSW","Inner Regional Australia",53,0
"NSW","Inner Regional Australia",54,0
"NSW","Inner Regional Australia",55,0
"NSW","Inner Regional Australia",56,0
"NSW","Inner Regional Australia",57,0
"NSW","Inner Regional Australia",58,0
"NSW","Inner Regional Australia",59,0
"NSW","Inner Regional Australia",60,0
"NSW","Inner Regional Australia",61,0
"NSW","Inner Regional Australia",62,0
"NSW","Inner Regional Australia",63,0
"NSW","Inner Regional Australia",64,0
"NSW","Inner Regional Australia",65,0
"NSW","Inner Regional Australia",66,0
"NSW","Inner Regional Australia",67,0
"NSW","Inner Regional Australia",68,0
"NSW","Inner Regional Australia",69,0
"NSW","Inner Regional Australia",70,0
"NSW","Inner Regional Australia",71,0
"NSW","Inner Regional Australia",72,0
"NSW","Inner Regional Australia",73,0
"NSW","Inner Regional Australia",74,0
"NSW","Inner Regional Australia",77,0
"NSW","Inner Regional Australia",81,0
"NSW","Inner Regional Australia",82,0
"NSW","Inner Regional Australia",84,0
"NSW","Inner Regional Australia",85,0
"NSW","Inner Regional Australia",87,0
"NSW","Inner Regional Australia",88,0
"NSW","Inner Regional Australia",89,0
"NSW","Inner Regional Australia",94,0
"NSW","Inner Regional Australia",97,0
"NSW","Inner Regional Australia",99,0
"NSW","Inner Regional Australia",102,0
"NSW","Inner Regional Australia",105,0
"NSW","Inner Regional Australia",106,0
"NSW","Inner Regional Australia",108,0
"NSW","Inner Regional Australia",118,0
"NSW","Inner Regional Australia",127,0
"NSW","Inner Regional Australia",129,0
"NSW","Inner Regional Australia",144,0
"NSW","Inner Regional Australia",155,0
"NSW","Inner Regional Australia",415,0
"NSW","Inner Regional Australia",477,0
"NSW","Inner Regional Australia",485,0
"NSW","Inner Regional Australia",498,0
"NSW","Inner Regional Australia",518,0
"NSW","Inner Regional Australia",522,0
"NSW","Inner Regional Australia",544,0
"NSW","Inner Regional Australia",557,0
"NSW","Inner Regional Australia",560,0
"NSW","Inner Regional Australia",569,0
"NSW","Inner Regional Australia",572,0
"NSW","Inner Regional Australia",577,0
"NSW","Inner Regional Australia",1213,0
"NSW","Inner Regional Australia",1242,0
"NSW","Inner Regional Australia",1341,0
"NSW","Inner Regional Australia",1363,0
"NSW","Inner Regional Australia",1369,0
"NSW","Inner Regional Australia",1468,0
"NSW","Inner Regional Australia",1505,0
"NSW","Inner Regional Australia",1508,0
"NSW","Inner Regional Australia",1529,0
"NSW","Inner Regional Australia",1535,0
"NSW","Inner Regional Australia",1556,0
"NSW","Inner Regional Australia",1586,0
"NSW","Inner Regional Australia",1892,0
"NSW","Inner Regional Australia",1894,0
"NSW","Inner Regional Australia",2047,0
"NSW","Inner Regional Australia",2051,0
"NSW","Inner Regional Australia",2088,0
"NSW","Inner Regional Australia",2093,0
"NSW","Inner Regional Australia",2099,0
"NSW","Inner Regional Australia",2112,0
"NSW","Inner Regional Australia",2129,0
"NSW","Inner Regional Australia",2203,0
"NSW","Inner Regional Australia",2247,0
"NSW","Inner Regional Australia",2329,0
"NSW","Inner Regional Australia",2330,0
"NSW","Inner Regional Australia",2341,0
"NSW","Inner Regional Australia",2345,0
"NSW","Inner Regional Australia",2376,0
"NSW","Inner Regional Australia",2386,0
"NSW","Inner Regional Australia",2428,0
"NSW","Inner Regional Australia",2433,0
"NSW","Inner Regional Australia",2435,0
"NSW","Inner Regional Australia",2448,0
"NSW","Inner Regional Australia",2485,0
"NSW","Inner Regional Australia",2494,0
"NSW","Inner Regional Australia",2557,0
"NSW","Major Cities of Australia",0,0
"NSW","Major Cities of Australia",1,0
"NSW","Major Cities of Australia",2,0
"NSW","Major Cities of Australia",3,0
"NSW","Major Cities of Australia",4,0
"NSW","Major Cities of Australia",5,0
"NSW","Major Cities of Australia",6,0
"NSW","Major Cities of Australia",7,0
"NSW","Major Cities of Australia",8,0
"NSW","Major Cities of Australia",10,0
"NSW","Major Cities of Australia",12,0
"NSW","Major Cities of Australia",14,0
"NSW","Major Cities of Australia",15,0
"NSW","Major Cities of Australia",17,0
"NSW","Major Cities of Australia",18,0
"NSW","Major Cities of Australia",19,0
"NSW","Major Cities of Australia",20,0
"NSW","Major Cities of Australia",23,0
"NSW","Major Cities of Australia",24,0
"NSW","Major Cities of Australia",28,0
"NSW","Major Cities of Australia",29,0
"NSW","Major Cities of Australia",31,0
"NSW","Major Cities of Australia",40,0
"NSW","Major Cities of Australia",61,0
"NSW","Major Cities of Australia",67,0
"NSW","Major Cities of Australia",71,0
"NSW","Major Cities of Australia",82,0
"NSW","Major Cities of Australia",84,0
"NSW","Major Cities of Australia",85,0
"NSW","Major Cities of Australia",88,0
"NSW","Major Cities of Australia",91,0
"NSW","Major Cities of Australia",92,0
"NSW","Major Cities of Australia",93,0
"NSW","Major Cities of Australia",95,0
"NSW","Major Cities of Australia",97,0
"NSW","Major Cities of Australia",98,0
"NSW","Major Cities of Australia",102,0
"NSW","Major Cities of Australia",104,0
"NSW","Major Cities of Australia",109,0
"NSW","Major Cities of Australia",110,0
"NSW","Major Cities of Australia",111,0
"NSW","Major Cities of Australia",112,0
"NSW","Major Cities of Australia",113,0
"NSW","Major Cities of Australia",115,0
"NSW","Major Cities of Australia",116,0
"NSW","Major Cities of Australia",124,0
"NSW","Major Cities of Australia",127,0
"NSW","Major Cities of Australia",128,0
"NSW","Major Cities of Australia",131,0
"NSW","Major Cities of Australia",132,0
"NSW","Major Cities of Australia",134,0
"NSW","Major Cities of Australia",137,0
"NSW","Major Cities of Australia",143,0
"NSW","Major Cities of Australia",148,0
"NSW","Major Cities of Australia",151,0
"NSW","Major Cities of Australia",152,0
"NSW","Major Cities of Australia",154,0
"NSW","Major Cities of Australia",155,0
"NSW","Major Cities of Australia",158,0
"NSW","Major Cities of Australia",159,0
"NSW","Major Cities of Australia",171,0
"NSW","Major Cities of Australia",173,0
"NSW","Major Cities of Australia",175,0
"NSW","Major Cities of Australia",185,0
"NSW","Major Cities of Australia",186,0
"NSW","Major Cities of Australia",190,0
"NSW","Major Cities of Australia",195,0
"NSW","Major Cities of Australia",198,0
"NSW","Major Cities of Australia",200,0
"NSW","Major Cities of Australia",202,0
"NSW","Major Cities of Australia",207,0
"NSW","Major Cities of Australia",212,0
"NSW","Major Cities of Australia",214,0
"NSW","Major Cities of Australia",216,0
"NSW","Major Cities of Australia",223,0
"NSW","Major Cities of Australia",225,0
"NSW","Major Cities of Australia",226,0
"NSW","Major Cities of Australia",227,0
"NSW","Major Cities of Australia",229,0
"NSW","Major Cities of Australia",231,0
"NSW","Major Cities of Australia",234,0
"NSW","Major Cities of Australia",237,0
"NSW","Major Cities of Australia",239,0
"NSW","Major Cities of Australia",243,0
"NSW","Major Cities of Australia",247,0
"NSW","Major Cities of Australia",249,0
"NSW","Major Cities of Australia",252,0
"NSW","Major Cities of Australia",253,0
"NSW","Major Cities of Australia",257,0
"NSW","Major Cities of Australia",260,0
"NSW","Major Cities of Australia",264,0
"NSW","Major Cities of Australia",267,0
"NSW","Major Cities of Australia",270,0
"NSW","Major Cities of Australia",278,0
"NSW","Major Cities of Australia",280,0
"NSW","Major Cities of Australia",283,0
"NSW","Major Cities of Australia",290,0
"NSW","Major Cities of Australia",298,0
"NSW","Major Cities of Australia",302,0
"NSW","Major Cities of Australia",303,0
"NSW","Major Cities of Australia",308,0
"NSW","Major Cities of Australia",316,0
"NSW","Major Cities of Australia",330,0
"NSW","Major Cities of Australia",333,0
"NSW","Major Cities of Australia",335,0
"NSW","Major Cities of Australia",336,0
"NSW","Major Cities of Australia",338,0
"NSW","Major Cities of Australia",340,0
"NSW","Major Cities of Australia",348,0
"NSW","Major Cities of Australia",350,0
"NSW","Major Cities of Australia",356,0
"NSW","Major Cities of Australia",384,0
"NSW","Major Cities of Australia",390,0
"NSW","Major Cities of Australia",401,0
"NSW","Major Cities of Australia",405,0
"NSW","Major Cities of Australia",423,0
"NSW","Major Cities of Australia",1387,0
"NSW","Major Cities of Australia",1503,0
"NSW","Major Cities of Australia",1569,0
"NSW","Major Cities of Australia",1584,0
"NSW","Major Cities of Australia",1589,0
"NSW","Major Cities of Australia",1606,0
"NSW","Major Cities of Australia",1624,0
"NSW","Major Cities of Australia",1646,0
"NSW","Major Cities of Australia",1655,0
"NSW","Major Cities of Australia",1688,0
"NSW","Major Cities of Australia",1694,0
"NSW","Major Cities of Australia",1698,0
"NSW","Major Cities of Australia",1730,0
"NSW","Major Cities of Australia",1746,0
"NSW","Major Cities of Australia",1749,0
"NSW","Major Cities of Australia",1752,0
"NSW","Major Cities of Australia",1769,0
"NSW","Major Cities of Australia",1776,0
"NSW","Major Cities of Australia",1812,0
"NSW","Major Cities of Australia",1819,0
"NSW","Major Cities of Australia",1835,0
"NSW","Major Cities of Australia",1845,0
"NSW","Major Cities of Australia",1858,0
"NSW","Major Cities of Australia",1940,0
"NSW","Major Cities of Australia",1974,0
"NSW","Major Cities of Australia",1979,0
"NSW","Major Cities of Australia",1989,0
"NSW","Major Cities of Australia",1994,0
"NSW","Major Cities of Australia",2153,0
"NSW","Major Cities of Australia",2158,0
"NSW","Major Cities of Australia",2231,0
"NSW","Major Cities of Australia",2304,0
"NSW","Major Cities of Australia",2315,0
"NSW","Major Cities of Australia",2416,0
"NSW","Major Cities of Australia",2618,0
"NSW","Major Cities of Australia",2791,0
"NSW","Outer Regional Australia",0,0
"NSW","Outer Regional Australia",1,0
"NSW","Outer Regional Australia",2,0
"NSW","Outer Regional Australia",3,0
"NSW","Outer Regional Australia",4,0
"NSW","Outer Regional Australia",5,0
"NSW","Outer Regional Australia",6,0
"NSW","Outer Regional Australia",7,0
"NSW","Outer Regional Australia",8,0
"NSW","Outer Regional Australia",9,0
"NSW","Outer Regional Australia",10,0
"NSW","Outer Regional Australia",11,0
"NSW","Outer Regional Australia",12,0
"NSW","Outer Regional Australia",13,0
"NSW","Outer Regional Australia",14,0
"NSW","Outer Regional Australia",15,0
"NSW","Outer Regional Australia",16,0
"NSW","Outer Regional Australia",18,0
"NSW","Outer Regional Australia",19,0
"NSW","Outer Regional Australia",20,0
"NSW","Outer Regional Australia",21,0
"NSW","Outer Regional Australia",22,0
"NSW","Outer Regional Australia",23,0
"NSW","Outer Regional Australia",24,0
"NSW","Outer Regional Australia",25,0
"NSW","Outer Regional Australia",26,0
"NSW","Outer Regional Australia",27,0
"NSW","Outer Regional Australia",28,0
"NSW","Outer Regional Australia",29,0
"NSW","Outer Regional Australia",30,0
"NSW","Outer Regional Australia",32,0
"NSW","Outer Regional Australia",33,0
"NSW","Outer Regional Australia",34,0
"NSW","Outer Regional Australia",36,0
"NSW","Outer Regional Australia",37,0
"NSW","Outer Regional Australia",40,0
"NSW","Outer Regional Australia",42,0
"NSW","Outer Regional Australia",43,0
"NSW","Outer Regional Australia",44,0
"NSW","Outer Regional Australia",46,0
"NSW","Outer Regional Australia",47,0
"NSW","Outer Regional Australia",48,0
"NSW","Outer Regional Australia",56,0
"NSW","Outer Regional Australia",57,0
"NSW","Outer Regional Australia",144,0
"NSW","Outer Regional Australia",146,0
"NSW","Outer Regional Australia",187,0
"NSW","Outer Regional Australia",189,0
"NSW","Outer Regional Australia",197,0
"NSW","Outer Regional Australia",198,0
"NSW","Outer Regional Australia",201,0
"NSW","Outer Regional Australia",209,0
"NSW","Outer Regional Australia",221,0
"NSW","Outer Regional Australia",227,0
"NSW","Outer Regional Australia",229,0
"NSW","Outer Regional Australia",297,0
"NSW","Outer Regional Australia",306,0
"NSW","Outer Regional Australia",312,0
"NSW","Outer Regional Australia",313,0
"NSW","Outer Regional Australia",314,0
"NSW","Outer Regional Australia",335,0
"NSW","Outer Regional Australia",381,0
"NSW","Outer Regional Australia",394,0
"NSW","Outer Regional Australia",399,0
"NSW","Outer Regional Australia",462,0
"NSW","Outer Regional Australia",480,0
"NSW","Outer Regional Australia",505,0
"NSW","Outer Regional Australia",540,0
"NSW","Outer Regional Australia",553,0
"NSW","Outer Regional Australia",562,0
"NSW","Outer Regional Australia",575,0
"NSW","Outer Regional Australia",576,0
"NSW","Outer Regional Australia",605,0
"NSW","Outer Regional Australia",624,0
"NSW","Outer Regional Australia",655,0
"NSW","Outer Regional Australia",657,0
"NSW","Outer Regional Australia",662,0
"NSW","Outer Regional Australia",675,0
"NSW","Outer Regional Australia",692,0
"NSW","Outer Regional Australia",710,0
"NSW","Outer Regional Australia",711,0
"NSW","Outer Regional Australia",712,0
"NSW","Outer Regional Australia",715,0
"NSW","Outer Regional Australia",759,0
"NSW","Outer Regional Australia",763,0
"NSW","Outer Regional Australia",779,0
"NSW","Outer Regional Australia",794,0
"NSW","Outer Regional Australia",812,0
"NSW","Outer Regional Australia",821,0
